record_id|financial_year|constituency|ward|project_name|project_category|project_description|approved_budget_zmw|amount_disbursed_zmw|amount_spent_zmw|project_status|completion_percentage|approval_date|completion_date|beneficiaries|contractor|source_title|source_url|date_accessed|notes
LCC-CDF-PROJ-2025-064|2025|Lusaka Central|Lubwa Ward|Rehabilitation of Christine Kaseba road|Roads and drainage|Rehabilitation of Christine Kaseba road|1700000|||Planned||||||Lusaka City Council CDF Projects for the Year 2025|https://www.lcc.gov.zm/publications/|2026-09-14|Listed in the official LCC 2025 CDF community-project schedule with an approved project amount. Implementation progress, disbursement, expenditure, contractor, beneficiaries and completion dates were not reported in this source.
LCC-CDF-PROJ-2025-065|2025|Lusaka Central|Lubwa Ward|Procurement of Furniture for Rockfield Police Station|Public safety|Procurement of Furniture for Rockfield Police Station|200000|||Planned||||||Lusaka City Council CDF Projects for the Year 2025|https://www.lcc.gov.zm/publications/|2026-09-14|Listed in the official LCC 2025 CDF community-project schedule with an approved project amount. Implementation progress, disbursement, expenditure, contractor, beneficiaries and completion dates were not reported in this source.
LCC-CDF-PROJ-2025-066|2025|Lusaka Central|Lubwa Ward|Procurement of Furniture for Long Acres Police Post|Public safety|Procurement of Furniture for Long Acres Police Post|150000|||Planned||||||Lusaka City Council CDF Projects for the Year 2025|https://www.lcc.gov.zm/publications/|2026-09-14|Listed in the official LCC 2025 CDF community-project schedule with an approved project amount. Implementation progress, disbursement, expenditure, contractor, beneficiaries and completion dates were not reported in this source.
LCC-CDF-PROJ-2025-067|2025|Mandevu|Roma Ward|Classroom 1x3 CRB @ Chaisa Phase II|Education|Classroom 1x3 CRB @ Chaisa Phase II|1200000|||Planned||||||Lusaka City Council CDF Projects for the Year 2025|https://www.lcc.gov.zm/publications/|2026-09-14|Listed in the official LCC 2025 CDF community-project schedule with an approved project amount. Implementation progress, disbursement, expenditure, contractor, beneficiaries and completion dates were not reported in this source.
LCC-CDF-PROJ-2025-068|2025|Mandevu|Ngwerere Ward|Classsroom 1x3 CRB @ Ngwerere Phase II|Education|Classsroom 1x3 CRB @ Ngwerere Phase II|1200000|||Planned||||||Lusaka City Council CDF Projects for the Year 2025|https://www.lcc.gov.zm/publications/|2026-09-14|Listed in the official LCC 2025 CDF community-project schedule with an approved project amount. Implementation progress, disbursement, expenditure, contractor, beneficiaries and completion dates were not reported in this source.
LCC-CDF-PROJ-2025-069|2025|Mandevu|Mulungushi Ward|Classroom 1x3 CRB @ Olympia Phase II|Education|Classroom 1x3 CRB @ Olympia Phase II|1200000|||Planned||||||Lusaka City Council CDF Projects for the Year 2025|https://www.lcc.gov.zm/publications/|2026-09-14|Listed in the official LCC 2025 CDF community-project schedule with an approved project amount. Implementation progress, disbursement, expenditure, contractor, beneficiaries and completion dates were not reported in this source.
LCC-CDF-PROJ-2025-070|2025|Mandevu|Mpulungu Ward|Bwafwano Ground Phase II-Mpulungu Ward|Community and recreation|Bwafwano Ground Phase II-Mpulungu Ward|1200000|||Planned||||||Lusaka City Council CDF Projects for the Year 2025|https://www.lcc.gov.zm/publications/|2026-09-14|Listed in the official LCC 2025 CDF community-project schedule with an approved project amount. Implementation progress, disbursement, expenditure, contractor, beneficiaries and completion dates were not reported in this source.
LCC-CDF-PROJ-2025-071|2025|Mandevu|Roma Ward|Kasisi Health Post -Roma Ward|Health|Kasisi Health Post -Roma Ward|980000|||Planned||||||Lusaka City Council CDF Projects for the Year 2025|https://www.lcc.gov.zm/publications/|2026-09-14|Listed in the official LCC 2025 CDF community-project schedule with an approved project amount. Implementation progress, disbursement, expenditure, contractor, beneficiaries and completion dates were not reported in this source.
LCC-CDF-PROJ-2025-072|2025|Mandevu|Kabanana Ward|Construction of Maternity Wing at Kabanana-Kabanana Ward|Health|Construction of Maternity Wing at Kabanana-Kabanana Ward|2200000|||Planned||||||Lusaka City Council CDF Projects for the Year 2025|https://www.lcc.gov.zm/publications/|2026-09-14|Listed in the official LCC 2025 CDF community-project schedule with an approved project amount. Implementation progress, disbursement, expenditure, contractor, beneficiaries and completion dates were not reported in this source.
LCC-CDF-PROJ-2025-073|2025|Mandevu|Mpulungu Ward|Construction of Kabangwe Police Post, Joint project with Katuba-Mpulungu Ward|Public safety|Construction of Kabangwe Police Post, Joint project with Katuba-Mpulungu Ward|1360000|||Planned||||||Lusaka City Council CDF Projects for the Year 2025|https://www.lcc.gov.zm/publications/|2026-09-14|Listed in the official LCC 2025 CDF community-project schedule with an approved project amount. Implementation progress, disbursement, expenditure, contractor, beneficiaries and completion dates were not reported in this source.
LCC-CDF-PROJ-2025-074|2025|Mandevu|Ngwerere Ward|Garden market shelter-Ngwerere Ward|Markets and commerce|Garden market shelter-Ngwerere Ward|826000|||Planned||||||Lusaka City Council CDF Projects for the Year 2025|https://www.lcc.gov.zm/publications/|2026-09-14|Listed in the official LCC 2025 CDF community-project schedule with an approved project amount. Implementation progress, disbursement, expenditure, contractor, beneficiaries and completion dates were not reported in this source.
LCC-CDF-PROJ-2025-075|2025|Mandevu|Mpulungu Ward|Classroom block1x4 @ Chipata Primary School|Education|Classroom block1x4 @ Chipata Primary School|2200000|||Planned||||||Lusaka City Council CDF Projects for the Year 2025|https://www.lcc.gov.zm/publications/|2026-09-14|Listed in the official LCC 2025 CDF community-project schedule with an approved project amount. Implementation progress, disbursement, expenditure, contractor, beneficiaries and completion dates were not reported in this source.
LCC-CDF-PROJ-2025-076|2025|Mandevu|Kabanana Ward|Classroom Block 1x4 @ Old Kabanana|Education|Classroom Block 1x4 @ Old Kabanana|2200000|||Planned||||||Lusaka City Council CDF Projects for the Year 2025|https://www.lcc.gov.zm/publications/|2026-09-14|Listed in the official LCC 2025 CDF community-project schedule with an approved project amount. Implementation progress, disbursement, expenditure, contractor, beneficiaries and completion dates were not reported in this source.
LCC-CDF-PROJ-2025-077|2025|Mandevu|Justin Kabwe Ward|Classroom 1x4 @ Mutambe Primary|Education|Classroom 1x4 @ Mutambe Primary|2200000|||Planned||||||Lusaka City Council CDF Projects for the Year 2025|https://www.lcc.gov.zm/publications/|2026-09-14|Listed in the official LCC 2025 CDF community-project schedule with an approved project amount. Implementation progress, disbursement, expenditure, contractor, beneficiaries and completion dates were not reported in this source.
LCC-CDF-PROJ-2025-078|2025|Mandevu|Roma Ward|Fremelio Football Ground-Roma Ward|Community and recreation|Fremelio Football Ground-Roma Ward|984444|||Planned||||||Lusaka City Council CDF Projects for the Year 2025|https://www.lcc.gov.zm/publications/|2026-09-14|Listed in the official LCC 2025 CDF community-project schedule with an approved project amount. Implementation progress, disbursement, expenditure, contractor, beneficiaries and completion dates were not reported in this source.
LCC-CDF-PROJ-2025-079|2025|Matero|Muchinga Ward|Matero Community Recreation Centre (Gym)|Community and recreation|Matero Community Recreation Centre (Gym)|1500000|||Planned||||||Lusaka City Council CDF Projects for the Year 2025|https://www.lcc.gov.zm/publications/|2026-09-14|Listed in the official LCC 2025 CDF community-project schedule with an approved project amount. Implementation progress, disbursement, expenditure, contractor, beneficiaries and completion dates were not reported in this source.
LCC-CDF-PROJ-2025-080|2025|Matero|Muchinga Ward|Matero Girls Bridge|Roads and drainage|Matero Girls Bridge|823735|||Planned||||||Lusaka City Council CDF Projects for the Year 2025|https://www.lcc.gov.zm/publications/|2026-09-14|Listed in the official LCC 2025 CDF community-project schedule with an approved project amount. Implementation progress, disbursement, expenditure, contractor, beneficiaries and completion dates were not reported in this source.
LCC-CDF-PROJ-2025-081|2025|Matero|Muchinga Ward|Matero Hospital Mortuary|Health|Matero Hospital Mortuary|1200000|||Planned||||||Lusaka City Council CDF Projects for the Year 2025|https://www.lcc.gov.zm/publications/|2026-09-14|Listed in the official LCC 2025 CDF community-project schedule with an approved project amount. Implementation progress, disbursement, expenditure, contractor, beneficiaries and completion dates were not reported in this source.
LCC-CDF-PROJ-2025-082|2025|Matero|Lima Ward|Railside Katambalala Market|Markets and commerce|Railside Katambalala Market|1700000|||Planned||||||Lusaka City Council CDF Projects for the Year 2025|https://www.lcc.gov.zm/publications/|2026-09-14|Listed in the official LCC 2025 CDF community-project schedule with an approved project amount. Implementation progress, disbursement, expenditure, contractor, beneficiaries and completion dates were not reported in this source.
LCC-CDF-PROJ-2025-083|2025|Matero|Lima Ward|Katambalala Market road Lighting|Roads and drainage|Katambalala Market road Lighting|404754|||Planned||||||Lusaka City Council CDF Projects for the Year 2025|https://www.lcc.gov.zm/publications/|2026-09-14|Listed in the official LCC 2025 CDF community-project schedule with an approved project amount. Implementation progress, disbursement, expenditure, contractor, beneficiaries and completion dates were not reported in this source.
LCC-CDF-PROJ-2025-084|2025|Matero|Lima Ward|Lubuto Water System|Water and sanitation|Lubuto Water System|260000|||Planned||||||Lusaka City Council CDF Projects for the Year 2025|https://www.lcc.gov.zm/publications/|2026-09-14|Listed in the official LCC 2025 CDF community-project schedule with an approved project amount. Implementation progress, disbursement, expenditure, contractor, beneficiaries and completion dates were not reported in this source.
LCC-CDF-PROJ-2025-085|2025|Matero|Matero Ward 32|Kasamba Secondary School|Education|Kasamba Secondary School|2390000|||Planned||||||Lusaka City Council CDF Projects for the Year 2025|https://www.lcc.gov.zm/publications/|2026-09-14|Listed in the official LCC 2025 CDF community-project schedule with an approved project amount. Implementation progress, disbursement, expenditure, contractor, beneficiaries and completion dates were not reported in this source.
LCC-CDF-PROJ-2025-086|2025|Matero|Mwembeshi Ward|Mwembeshi School land|Education|Mwembeshi School land|4633250|||Planned||||||Lusaka City Council CDF Projects for the Year 2025|https://www.lcc.gov.zm/publications/|2026-09-14|Listed in the official LCC 2025 CDF community-project schedule with an approved project amount. Implementation progress, disbursement, expenditure, contractor, beneficiaries and completion dates were not reported in this source.
LCC-CDF-PROJ-2025-087|2025|Matero|Mwembeshi Ward|Chungu market|Markets and commerce|Chungu market|230219|||Planned||||||Lusaka City Council CDF Projects for the Year 2025|https://www.lcc.gov.zm/publications/|2026-09-14|Listed in the official LCC 2025 CDF community-project schedule with an approved project amount. Implementation progress, disbursement, expenditure, contractor, beneficiaries and completion dates were not reported in this source.
LCC-CDF-PROJ-2025-088|2025|Matero|Mwembeshi Ward|Chunga Clinic|Health|Chunga Clinic|1250000|||Planned||||||Lusaka City Council CDF Projects for the Year 2025|https://www.lcc.gov.zm/publications/|2026-09-14|Listed in the official LCC 2025 CDF community-project schedule with an approved project amount. Implementation progress, disbursement, expenditure, contractor, beneficiaries and completion dates were not reported in this source.
LCC-CDF-PROJ-2025-089|2025|Matero|Mwembeshi Ward|Mwembeshi Police|Public safety|Mwembeshi Police|870000|||Planned||||||Lusaka City Council CDF Projects for the Year 2025|https://www.lcc.gov.zm/publications/|2026-09-14|Listed in the official LCC 2025 CDF community-project schedule with an approved project amount. Implementation progress, disbursement, expenditure, contractor, beneficiaries and completion dates were not reported in this source.
LCC-CDF-PROJ-2025-090|2025|Matero|Kapwepwe Ward|Kapwepwe Ward Street lighting|Roads and drainage|Kapwepwe Ward Street lighting|360000|||Planned||||||Lusaka City Council CDF Projects for the Year 2025|https://www.lcc.gov.zm/publications/|2026-09-14|Listed in the official LCC 2025 CDF community-project schedule with an approved project amount. Implementation progress, disbursement, expenditure, contractor, beneficiaries and completion dates were not reported in this source.
LCC-CDF-PROJ-2025-091|2025|Matero|Kapwepwe Ward|Kapwepwe Skills Development|Other community infrastructure|Kapwepwe Skills Development|2000000|||Planned||||||Lusaka City Council CDF Projects for the Year 2025|https://www.lcc.gov.zm/publications/|2026-09-14|Listed in the official LCC 2025 CDF community-project schedule with an approved project amount. Implementation progress, disbursement, expenditure, contractor, beneficiaries and completion dates were not reported in this source.
LCC-CDF-PROJ-2025-092|2025|Munali|Munali Ward|2x3 CRB At Kaunda Square|Education|2x3 CRB At Kaunda Square|1526315|||Planned||||||Lusaka City Council CDF Projects for the Year 2025|https://www.lcc.gov.zm/publications/|2026-09-14|Listed in the official LCC 2025 CDF community-project schedule with an approved project amount. Implementation progress, disbursement, expenditure, contractor, beneficiaries and completion dates were not reported in this source.
LCC-CDF-PROJ-2025-093|2025|Munali|Munali Ward|Solar Panels At Kaunda Square Clinic|Health|Solar Panels At Kaunda Square Clinic|373684|||Planned||||||Lusaka City Council CDF Projects for the Year 2025|https://www.lcc.gov.zm/publications/|2026-09-14|Listed in the official LCC 2025 CDF community-project schedule with an approved project amount. Implementation progress, disbursement, expenditure, contractor, beneficiaries and completion dates were not reported in this source.
LCC-CDF-PROJ-2025-094|2025|Munali|Chankunkula Ward|Muntanga And Mubanga Road – 1,090km.|Roads and drainage|Muntanga And Mubanga Road – 1,090km.|1827086|||Planned||||||Lusaka City Council CDF Projects for the Year 2025|https://www.lcc.gov.zm/publications/|2026-09-14|Listed in the official LCC 2025 CDF community-project schedule with an approved project amount. Implementation progress, disbursement, expenditure, contractor, beneficiaries and completion dates were not reported in this source.
LCC-CDF-PROJ-2025-095|2025|Munali|Chankunkula Ward|Nkoloma Road|Roads and drainage|Nkoloma Road|1115750|||Planned||||||Lusaka City Council CDF Projects for the Year 2025|https://www.lcc.gov.zm/publications/|2026-09-14|Listed in the official LCC 2025 CDF community-project schedule with an approved project amount. Implementation progress, disbursement, expenditure, contractor, beneficiaries and completion dates were not reported in this source.
LCC-CDF-PROJ-2025-096|2025|Munali|Kalingalinga Ward|Storage Facility For Medicine At Kalingalinga Clinic|Health|Storage Facility For Medicine At Kalingalinga Clinic|1235561|||Planned||||||Lusaka City Council CDF Projects for the Year 2025|https://www.lcc.gov.zm/publications/|2026-09-14|Listed in the official LCC 2025 CDF community-project schedule with an approved project amount. Implementation progress, disbursement, expenditure, contractor, beneficiaries and completion dates were not reported in this source.
LCC-CDF-PROJ-2025-097|2025|Munali|Kalingalinga Ward|Solar Panels At Kalingalinga Clinic|Health|Solar Panels At Kalingalinga Clinic|978359|||Planned||||||Lusaka City Council CDF Projects for the Year 2025|https://www.lcc.gov.zm/publications/|2026-09-14|Listed in the official LCC 2025 CDF community-project schedule with an approved project amount. Implementation progress, disbursement, expenditure, contractor, beneficiaries and completion dates were not reported in this source.
LCC-CDF-PROJ-2025-098|2025|Munali|Kalingalinga Ward|Solar Panels At Kalingalinga Police|Public safety|Solar Panels At Kalingalinga Police|197112|||Planned||||||Lusaka City Council CDF Projects for the Year 2025|https://www.lcc.gov.zm/publications/|2026-09-14|Listed in the official LCC 2025 CDF community-project schedule with an approved project amount. Implementation progress, disbursement, expenditure, contractor, beneficiaries and completion dates were not reported in this source.
LCC-CDF-PROJ-2025-099|2025|Munali|Kalingalinga Ward|Rehabilitation Of The Road From Police Post To All Nations-0.45km|Roads and drainage|Rehabilitation Of The Road From Police Post To All Nations-0.45km|467366|||Planned||||||Lusaka City Council CDF Projects for the Year 2025|https://www.lcc.gov.zm/publications/|2026-09-14|Listed in the official LCC 2025 CDF community-project schedule with an approved project amount. Implementation progress, disbursement, expenditure, contractor, beneficiaries and completion dates were not reported in this source.
LCC-CDF-PROJ-2025-100|2025|Munali|Mtendere Ward|Mahatma Gandhi Community Ground Phase|Community and recreation|Mahatma Gandhi Community Ground Phase|866578|||Planned||||||Lusaka City Council CDF Projects for the Year 2025|https://www.lcc.gov.zm/publications/|2026-09-14|Listed in the official LCC 2025 CDF community-project schedule with an approved project amount. Implementation progress, disbursement, expenditure, contractor, beneficiaries and completion dates were not reported in this source.
LCC-CDF-PROJ-2025-101|2025|Munali|Mtendere Ward|Natweshe Road-0.7km|Roads and drainage|Natweshe Road-0.7km|1201577|||Planned||||||Lusaka City Council CDF Projects for the Year 2025|https://www.lcc.gov.zm/publications/|2026-09-14|Listed in the official LCC 2025 CDF community-project schedule with an approved project amount. Implementation progress, disbursement, expenditure, contractor, beneficiaries and completion dates were not reported in this source.
LCC-CDF-PROJ-2025-102|2025|Munali|Mtendere Ward|Church Road-0.430km|Roads and drainage|Church Road-0.430km|826268|||Planned||||||Lusaka City Council CDF Projects for the Year 2025|https://www.lcc.gov.zm/publications/|2026-09-14|Listed in the official LCC 2025 CDF community-project schedule with an approved project amount. Implementation progress, disbursement, expenditure, contractor, beneficiaries and completion dates were not reported in this source.
LCC-CDF-PROJ-2025-103|2025|Munali|Chainda Ward|House At Chainda Primary School Phase 2|Education|House At Chainda Primary School Phase 2|680000|||Planned||||||Lusaka City Council CDF Projects for the Year 2025|https://www.lcc.gov.zm/publications/|2026-09-14|Listed in the official LCC 2025 CDF community-project schedule with an approved project amount. Implementation progress, disbursement, expenditure, contractor, beneficiaries and completion dates were not reported in this source.
LCC-CDF-PROJ-2025-104|2025|Munali|Chainda Ward|The Road From Popular To Eucalyptus– 0.45km|Roads and drainage|The Road From Popular To Eucalyptus– 0.45km|772443|||Planned||||||Lusaka City Council CDF Projects for the Year 2025|https://www.lcc.gov.zm/publications/|2026-09-14|Listed in the official LCC 2025 CDF community-project schedule with an approved project amount. Implementation progress, disbursement, expenditure, contractor, beneficiaries and completion dates were not reported in this source.
LCC-CDF-PROJ-2025-105|2025|Munali|Chainda Ward|Drainage Construction At Chainda Primary School|Roads and drainage|Drainage Construction At Chainda Primary School|997859|||Planned||||||Lusaka City Council CDF Projects for the Year 2025|https://www.lcc.gov.zm/publications/|2026-09-14|Listed in the official LCC 2025 CDF community-project schedule with an approved project amount. Implementation progress, disbursement, expenditure, contractor, beneficiaries and completion dates were not reported in this source.
LCC-CDF-PROJ-2025-106|2025|Munali|Kalikiliki Ward|Kalikiliki Road – 0.43km|Roads and drainage|Kalikiliki Road – 0.43km|452201|||Planned||||||Lusaka City Council CDF Projects for the Year 2025|https://www.lcc.gov.zm/publications/|2026-09-14|Listed in the official LCC 2025 CDF community-project schedule with an approved project amount. Implementation progress, disbursement, expenditure, contractor, beneficiaries and completion dates were not reported in this source.
LCC-CDF-PROJ-2025-107|2025|Munali|Kalikiliki Ward|Komboni Road – 0.3km|Roads and drainage|Komboni Road – 0.3km|428225|||Planned||||||Lusaka City Council CDF Projects for the Year 2025|https://www.lcc.gov.zm/publications/|2026-09-14|Listed in the official LCC 2025 CDF community-project schedule with an approved project amount. Implementation progress, disbursement, expenditure, contractor, beneficiaries and completion dates were not reported in this source.
LCC-CDF-PROJ-2025-108|2025|Munali|Kalikiliki Ward|Weba Road –0.6km|Roads and drainage|Weba Road –0.6km|1029923|||Planned||||||Lusaka City Council CDF Projects for the Year 2025|https://www.lcc.gov.zm/publications/|2026-09-14|Listed in the official LCC 2025 CDF community-project schedule with an approved project amount. Implementation progress, disbursement, expenditure, contractor, beneficiaries and completion dates were not reported in this source.
LCC-CDF-PROJ-2025-109|2025|Munali|Kalikiliki Ward|Watchtower Road-0.6km|Roads and drainage|Watchtower Road-0.6km|1029923|||Planned||||||Lusaka City Council CDF Projects for the Year 2025|https://www.lcc.gov.zm/publications/|2026-09-14|Listed in the official LCC 2025 CDF community-project schedule with an approved project amount. Implementation progress, disbursement, expenditure, contractor, beneficiaries and completion dates were not reported in this source.
LCC-CDF-PROJ-2025-110|2025|Munali|Munali Ward|Kaunda Square Community Ground|Community and recreation|Kaunda Square Community Ground|1650000|||Planned||||||Lusaka City Council CDF Projects for the Year 2025|https://www.lcc.gov.zm/publications/|2026-09-14|Listed in the official LCC 2025 CDF community-project schedule with an approved project amount. Implementation progress, disbursement, expenditure, contractor, beneficiaries and completion dates were not reported in this source.
LCC-CDF-DEFER-001||Chawama|Lilayi Ward|Paving of arterial roads in freedom compound|Roads and drainage|Paving of arterial roads in freedom compound||||Deferred||||||Lusaka City Council List of Proposed Projects and Simple Justification for Defering|https://www.lcc.gov.zm/publications/|2026-09-14|The official LCC source lists this proposed project as deferred because sufficient funding was not available. The source does not state the financial year, approved budget, disbursement, expenditure, contractor, beneficiaries or completion date. Source page: 1.
LCC-CDF-DEFER-002||Chawama||Paving of Anglican road from chifundo junction to cheshire home Chawama|Roads and drainage|Paving of Anglican road from chifundo junction to cheshire home Chawama||||Deferred||||||Lusaka City Council List of Proposed Projects and Simple Justification for Defering|https://www.lcc.gov.zm/publications/|2026-09-14|The official LCC source lists this proposed project as deferred because sufficient funding was not available. The source does not state the financial year, approved budget, disbursement, expenditure, contractor, beneficiaries or completion date. Source page: 1. The ward was unclear and was left blank.
LCC-CDF-DEFER-003||Chawama||Paving of the road behind chawama school opposite Anglican church to patuka road Chawama|Roads and drainage|Paving of the road behind chawama school opposite Anglican church to patuka road Chawama||||Deferred||||||Lusaka City Council List of Proposed Projects and Simple Justification for Defering|https://www.lcc.gov.zm/publications/|2026-09-14|The official LCC source lists this proposed project as deferred because sufficient funding was not available. The source does not state the financial year, approved budget, disbursement, expenditure, contractor, beneficiaries or completion date. Source page: 1. The ward was unclear and was left blank.
LCC-CDF-DEFER-004||Chawama||Paving of green carpet road in kuomboka ZNS zone Chawama|Roads and drainage|Paving of green carpet road in kuomboka ZNS zone Chawama||||Deferred||||||Lusaka City Council List of Proposed Projects and Simple Justification for Defering|https://www.lcc.gov.zm/publications/|2026-09-14|The official LCC source lists this proposed project as deferred because sufficient funding was not available. The source does not state the financial year, approved budget, disbursement, expenditure, contractor, beneficiaries or completion date. Source page: 1. The ward was unclear and was left blank.
LCC-CDF-DEFER-005||Chawama|John Howard Ward|Paving of Mungwaluku road (300 meters)|Roads and drainage|Paving of Mungwaluku road (300 meters)||||Deferred||||||Lusaka City Council List of Proposed Projects and Simple Justification for Defering|https://www.lcc.gov.zm/publications/|2026-09-14|The official LCC source lists this proposed project as deferred because sufficient funding was not available. The source does not state the financial year, approved budget, disbursement, expenditure, contractor, beneficiaries or completion date. Source page: 1.
LCC-CDF-DEFER-006||Chawama||Paving of Ngwenya road Drainage and construction|Roads and drainage|Paving of Ngwenya road Drainage and construction||||Deferred||||||Lusaka City Council List of Proposed Projects and Simple Justification for Defering|https://www.lcc.gov.zm/publications/|2026-09-14|The official LCC source lists this proposed project as deferred because sufficient funding was not available. The source does not state the financial year, approved budget, disbursement, expenditure, contractor, beneficiaries or completion date. Source page: 1. The ward was unclear and was left blank.
LCC-CDF-DEFER-007||Chawama||Paving of Dili road and Drainage construction|Roads and drainage|Paving of Dili road and Drainage construction||||Deferred||||||Lusaka City Council List of Proposed Projects and Simple Justification for Defering|https://www.lcc.gov.zm/publications/|2026-09-14|The official LCC source lists this proposed project as deferred because sufficient funding was not available. The source does not state the financial year, approved budget, disbursement, expenditure, contractor, beneficiaries or completion date. Source page: 1. The ward was unclear and was left blank.
LCC-CDF-DEFER-008||Chawama||Construction of kuku health post/OPD and Ablution Block|Health|Construction of kuku health post/OPD and Ablution Block||||Deferred||||||Lusaka City Council List of Proposed Projects and Simple Justification for Defering|https://www.lcc.gov.zm/publications/|2026-09-14|The official LCC source lists this proposed project as deferred because sufficient funding was not available. The source does not state the financial year, approved budget, disbursement, expenditure, contractor, beneficiaries or completion date. Source page: 1. The ward was unclear and was left blank.
LCC-CDF-DEFER-009||Kabwata||Grading and gravelling of Nkanka Road|Roads and drainage|Grading and gravelling of Nkanka Road||||Deferred||||||Lusaka City Council List of Proposed Projects and Simple Justification for Defering|https://www.lcc.gov.zm/publications/|2026-09-14|The official LCC source lists this proposed project as deferred because sufficient funding was not available. The source does not state the financial year, approved budget, disbursement, expenditure, contractor, beneficiaries or completion date. Source page: 2. The ward was unclear and was left blank.
LCC-CDF-DEFER-010||Kabwata||Grading and gravelling of Lui Road|Roads and drainage|Grading and gravelling of Lui Road||||Deferred||||||Lusaka City Council List of Proposed Projects and Simple Justification for Defering|https://www.lcc.gov.zm/publications/|2026-09-14|The official LCC source lists this proposed project as deferred because sufficient funding was not available. The source does not state the financial year, approved budget, disbursement, expenditure, contractor, beneficiaries or completion date. Source page: 2. The ward was unclear and was left blank.
LCC-CDF-DEFER-011||Kabwata||Grading and gravelling of Lusitu Road|Roads and drainage|Grading and gravelling of Lusitu Road||||Deferred||||||Lusaka City Council List of Proposed Projects and Simple Justification for Defering|https://www.lcc.gov.zm/publications/|2026-09-14|The official LCC source lists this proposed project as deferred because sufficient funding was not available. The source does not state the financial year, approved budget, disbursement, expenditure, contractor, beneficiaries or completion date. Source page: 2. The ward was unclear and was left blank.
LCC-CDF-DEFER-012||Kabwata||Paving of walk way sides along Joe Chibangu Road|Roads and drainage|Paving of walk way sides along Joe Chibangu Road||||Deferred||||||Lusaka City Council List of Proposed Projects and Simple Justification for Defering|https://www.lcc.gov.zm/publications/|2026-09-14|The official LCC source lists this proposed project as deferred because sufficient funding was not available. The source does not state the financial year, approved budget, disbursement, expenditure, contractor, beneficiaries or completion date. Source page: 2. The ward was unclear and was left blank.
LCC-CDF-DEFER-013||Kabwata||Fencing of Old Chilenje Grave Yard|Other community infrastructure|Fencing of Old Chilenje Grave Yard||||Deferred||||||Lusaka City Council List of Proposed Projects and Simple Justification for Defering|https://www.lcc.gov.zm/publications/|2026-09-14|The official LCC source lists this proposed project as deferred because sufficient funding was not available. The source does not state the financial year, approved budget, disbursement, expenditure, contractor, beneficiaries or completion date. Source page: 2. The ward was unclear and was left blank.
LCC-CDF-DEFER-014||Kabwata||Construction of Ablution block at Hilview Primary School|Education|Construction of Ablution block at Hilview Primary School||||Deferred||||||Lusaka City Council List of Proposed Projects and Simple Justification for Defering|https://www.lcc.gov.zm/publications/|2026-09-14|The official LCC source lists this proposed project as deferred because sufficient funding was not available. The source does not state the financial year, approved budget, disbursement, expenditure, contractor, beneficiaries or completion date. Source page: 2. The ward was unclear and was left blank.
LCC-CDF-DEFER-015||Kabwata|Libala Ward|Drainage maintenance in the|Roads and drainage|Drainage maintenance in the||||Deferred||||||Lusaka City Council List of Proposed Projects and Simple Justification for Defering|https://www.lcc.gov.zm/publications/|2026-09-14|The official LCC source lists this proposed project as deferred because sufficient funding was not available. The source does not state the financial year, approved budget, disbursement, expenditure, contractor, beneficiaries or completion date. Source page: 2.
LCC-CDF-DEFER-016||Kabwata|Libala Ward|Construction of footpath|Other community infrastructure|Construction of footpath||||Deferred||||||Lusaka City Council List of Proposed Projects and Simple Justification for Defering|https://www.lcc.gov.zm/publications/|2026-09-14|The official LCC source lists this proposed project as deferred because sufficient funding was not available. The source does not state the financial year, approved budget, disbursement, expenditure, contractor, beneficiaries or completion date. Source page: 2.
LCC-CDF-DEFER-017||Kabwata|Libala Ward|Construction of feeder road Yembe/Musuku Roads|Roads and drainage|Construction of feeder road Yembe/Musuku Roads||||Deferred||||||Lusaka City Council List of Proposed Projects and Simple Justification for Defering|https://www.lcc.gov.zm/publications/|2026-09-14|The official LCC source lists this proposed project as deferred because sufficient funding was not available. The source does not state the financial year, approved budget, disbursement, expenditure, contractor, beneficiaries or completion date. Source page: 2.
LCC-CDF-DEFER-018||Kabwata|Libala Ward|Procurement of pool tables and Marquee tent|Other community infrastructure|Procurement of pool tables and Marquee tent||||Deferred||||||Lusaka City Council List of Proposed Projects and Simple Justification for Defering|https://www.lcc.gov.zm/publications/|2026-09-14|The official LCC source lists this proposed project as deferred because sufficient funding was not available. The source does not state the financial year, approved budget, disbursement, expenditure, contractor, beneficiaries or completion date. Source page: 2.
LCC-CDF-DEFER-019||Kabwata|Libala Ward|Procurement of jumping castle for the youth park|Community and recreation|Procurement of jumping castle for the youth park||||Deferred||||||Lusaka City Council List of Proposed Projects and Simple Justification for Defering|https://www.lcc.gov.zm/publications/|2026-09-14|The official LCC source lists this proposed project as deferred because sufficient funding was not available. The source does not state the financial year, approved budget, disbursement, expenditure, contractor, beneficiaries or completion date. Source page: 2.
LCC-CDF-DEFER-020||Kanyama|Garden Park Ward|Construction of a school|Education|Construction of a school||||Deferred||||||Lusaka City Council List of Proposed Projects and Simple Justification for Defering|https://www.lcc.gov.zm/publications/|2026-09-14|The official LCC source lists this proposed project as deferred because sufficient funding was not available. The source does not state the financial year, approved budget, disbursement, expenditure, contractor, beneficiaries or completion date. Source page: 3.
